Longitude,Latitude,polygon_area,polygon_perimeter,polygon_density_250,polygon_density_500,mean_number_of_floors_250,mean_number_of_floors_500,std_number_of_floors_250,std_number_of_floors_500,units_density_250,units_density_500,population_density_250,population_density_500
-73.90751167,40.84471833,4.727357737786033e-12,1.1231545274180349e-05,80.0,191.0,3.5007081586043802,3.701067051053334,1.8798864425250945,2.254074885663545,2280.0,8061.0,5585.0,21567.0
-73.90740333,40.84472167,4.6278087649446636e-11,3.294681426022015e-05,80.0,193.0,3.483301017183985,3.710708444682751,1.8619621556115888,2.2619395821109105,2281.0,7976.0,5866.0,21567.0
-73.90730667,40.844725,4.6278087649446636e-11,3.294681426022015e-05,80.0,187.0,3.451589791605922,3.730136336442589,1.831034691974553,2.3049289701222238,2366.0,8181.0,5866.0,21083.0
-73.90722833,40.84472333,4.6278087649446636e-11,3.294681426022015e-05,82.0,185.0,3.4345214768803514,3.725932096501461,1.8125607359253224,2.3089442306911443,2419.0,8249.0,5361.0,20203.0
-73.90717,40.844715,4.6278087649446636e-11,3.294681426022015e-05,83.0,183.0,3.3998174469577847,3.7028339054070942,1.7893651408816753,2.300009062693116,2384.0,8179.0,5361.0,20203.0
-73.90707167,40.84471167,4.6278087649446636e-11,3.294681426022015e-05,82.0,183.0,3.44216307854413,3.648513435488007,1.8014555809948378,2.2427281285173515,2494.0,7934.0,6222.0,20203.0
-73.90702667,40.84471167,4.6278087649446636e-11,3.294681426022015e-05,81.0,183.0,3.4488297991156185,3.6460799892009974,1.7951329069711064,2.2388675715390804,2492.0,7944.0,6222.0,21159.0
-73.90699,40.84471333,4.6278087649446636e-11,3.294681426022015e-05,81.0,182.0,3.446335816306187,3.6386952354682873,1.7937678876967051,2.2367065792067526,2465.0,7938.0,6222.0,21159.0
-73.90684333,40.844695,4.6278087649446636e-11,3.294681426022015e-05,79.0,181.0,3.4081744995601246,3.5933835848248954,1.7791186951001317,2.194548930364299,2293.0,7769.0,6132.0,21569.0
-73.90679667,40.844695,4.6278087649446636e-11,3.294681426022015e-05,79.0,181.0,3.4154100700166694,3.593248914087839,1.7782972706331492,2.1923106180745435,2318.0,7778.0,6132.0,21569.0
-73.90673167,40.84469167,2.298475510161119e-11,2.419381324580026e-05,81.0,182.0,3.436154820831074,3.5987535012438023,1.7957194185357506,2.192069559136534,2323.0,7785.0,5803.0,21569.0
-73.90666333,40.84468833,2.298475510161119e-11,2.419381324580026e-05,83.0,181.0,3.448629271697643,3.5759277472977264,1.797482085389514,2.176024062674962,2440.0,7863.0,5803.0,19668.0
-73.90659833,40.84468833,2.298475510161119e-11,2.419381324580026e-05,82.0,181.0,3.4622377868581897,3.571658736267763,1.790525915167454,2.173495996437906,2472.0,7944.0,5803.0,19668.0
-73.90644,40.84469333,2.298475510161119e-11,2.419381324580026e-05,78.0,176.0,3.428855679900477,3.532771805952535,1.7678866250406273,2.1028447228159974,2314.0,7490.0,5993.0,20013.0
-73.90635167,40.84469167,2.298475510161119e-11,2.419381324580026e-05,76.0,176.0,3.4396028289265845,3.5236776144802593,1.7743821121041876,2.100947767637406,2328.0,7374.0,5993.0,19207.0
-73.90628667,40.84466833,2.298475510161119e-11,2.419381324580026e-05,74.0,177.0,3.443690005796794,3.5080597258432062,1.7766347137422693,2.101449476768183,2320.0,7325.0,5883.0,18406.0
-73.90619167,40.84465667,3.412811724352299e-11,2.551285203297645e-05,74.0,175.0,3.3917116810138115,3.4729139337855113,1.784161743370332,2.0595607701032286,2269.0,7070.0,5929.0,18406.0
-73.90599333,40.844645,3.412811724352299e-11,2.551285203297645e-05,67.0,170.0,3.393637451533673,3.454944891187243,1.7372178038683477,2.0001505433355122,2150.0,6939.0,5089.0,17559.0
-73.90589167,40.84463667,3.412811724352299e-11,2.551285203297645e-05,66.0,172.0,3.3778192153206263,3.470993809135737,1.7298948266177567,2.013178212110366,2111.0,7147.0,5089.0,16470.0
-73.90578167,40.844635,3.412811724352299e-11,2.551285203297645e-05,68.0,172.0,3.355838078749626,3.451347136471447,1.7209236613107284,1.998716895026929,2133.0,7006.0,5254.0,16881.0
-73.90567,40.84463833,3.063080464702938e-11,3.1470788355025624e-05,68.0,175.0,3.350728197439986,3.3810589348417555,1.7283193746352072,1.8269563266086766,2066.0,6633.0,5263.0,16881.0
-73.90556833,40.84463667,3.063080464702938e-11,3.1470788355025624e-05,68.0,172.0,3.3203662257387987,3.3537813096278675,1.7264324723355062,1.8175709122694539,2024.0,6519.0,5263.0,16701.0
-73.90547833,40.84463667,3.063080464702938e-11,3.1470788355025624e-05,69.0,173.0,3.3003612228375068,3.335961312030948,1.7306498506388615,1.8137480949365123,2034.0,6384.0,5025.0,16701.0
-73.90541,40.84463333,3.063080464702938e-11,3.1470788355025624e-05,68.0,173.0,3.2971954365155045,3.3060124765897974,1.7365271262429394,1.7910517106065262,2036.0,6309.0,5025.0,16184.0
-73.90535333,40.84463333,3.063080464702938e-11,3.1470788355025624e-05,67.0,173.0,3.2770784998626783,3.2958273133353875,1.7309142204578212,1.7878947728010646,1973.0,6277.0,5262.0,14884.0
-73.90531,40.84463167,3.063080464702938e-11,3.1470788355025624e-05,66.0,174.0,3.2759642359486096,3.2809351195954566,1.7355161089600153,1.7845528758019757,1969.0,6286.0,5262.0,14884.0
-73.90527,40.84463167,3.063080464702938e-11,3.1470788355025624e-05,65.0,174.0,3.2680193706764835,3.2705391999669167,1.746139292832964,1.7821440399331274,1963.0,6238.0,5262.0,14884.0
-73.90523,40.84462833,3.063080464702938e-11,3.1470788355025624e-05,63.0,176.0,3.2765429507940493,3.2490338236228307,1.7592682953511245,1.7364239061148095,1973.0,6037.0,5262.0,15057.0
-73.905105,40.84457167,1.9262787157242355e-11,2.321655099735475e-05,55.0,174.0,3.2237632648666144,3.2212918666929555,1.759087682059175,1.7328131940650637,1786.0,5858.0,4384.0,15057.0
-73.90507167,40.84453833,1.9262787157242355e-11,2.321655099735475e-05,54.0,173.0,3.2298516393186874,3.207851006477902,1.7613337697253746,1.7270992966497154,1783.0,5793.0,4384.0,14780.0
-73.90502333,40.84443667,1.9262787157242355e-11,2.321655099735475e-05,54.0,173.0,3.186935575392242,3.200465015296862,1.6628164887233368,1.7270394545627654,1576.0,5788.0,4384.0,14895.0
-73.90501833,40.84437167,1.9262787157242355e-11,2.321655099735475e-05,53.0,172.0,3.186935575392241,3.1873181996091944,1.662816488723337,1.6982274981171093,1587.0,5748.0,4384.0,14768.0
-73.90502,40.844305,1.9262787157242355e-11,2.321655099735475e-05,54.0,172.0,3.1692471933162136,3.186494398468363,1.6514816295826287,1.7013747137977708,1587.0,5723.0,4384.0,14768.0
-73.90502167,40.84417667,1.9262787157242355e-11,2.321655099735475e-05,55.0,172.0,3.069442596294043,3.170470912542256,1.4902410339912644,1.6971736194047609,1460.0,5648.0,4384.0,14768.0
-73.905025,40.844115,3.66302447331156e-12,8.726646260059923e-06,53.0,172.0,3.0617269209989693,3.170146553469711,1.491891751273947,1.703645999401013,1462.0,5677.0,4219.0,14778.0
-73.90502167,40.84404667,3.66302447331156e-12,8.726646260059923e-06,49.0,173.0,3.0857743062044705,3.161968847933115,1.511237413804864,1.7064690220614107,1489.0,5627.0,4219.0,14279.0
-73.90502667,40.84398,3.66302447331156e-12,8.726646260059923e-06,50.0,174.0,3.101915975727643,3.1559140247233755,1.5268324491110088,1.7041804796188678,1475.0,5551.0,4219.0,13323.0
-73.905035,40.843915,1.2342183997315815e-11,1.4612685393439464e-05,49.0,173.0,3.0889851091105203,3.148353204483148,1.5146543429464896,1.698961210722873,1427.0,5452.0,3543.0,13323.0
-73.90504167,40.84385333,1.2342183997315815e-11,1.4612685393439464e-05,48.0,172.0,3.0710281913711746,3.1309173289645957,1.5233473991969373,1.6826747091045333,1388.0,5379.0,3444.0,13323.0
-73.905055,40.8438,1.2342183997315815e-11,1.4612685393439464e-05,48.0,174.0,3.0714142141503658,3.1288737100511046,1.5310261865287131,1.6827195961448502,1379.0,5192.0,3444.0,12820.0
-73.90506,40.84374,1.2342183997315815e-11,1.4612685393439464e-05,47.0,174.0,3.092445641131485,3.1244417491087613,1.5410199735550436,1.685149094173867,1372.0,5095.0,3444.0,12820.0
-73.90506167,40.843715,2.2850266511242612e-11,1.9565451402484016e-05,46.0,174.0,3.0873755050484206,3.1259062663113273,1.5438206329491666,1.688112202859596,1364.0,5092.0,3444.0,12820.0
-73.905065,40.84369167,2.2850266511242612e-11,1.9565451402484016e-05,45.0,172.0,3.1003420649818008,3.1263877434291527,1.5534044853660043,1.6913188812884439,1360.0,5087.0,3444.0,12820.0
-73.90507167,40.84366833,2.2850266511242612e-11,1.9565451402484016e-05,45.0,169.0,3.106629733924553,3.1235852907123434,1.5556015940570056,1.697192143528523,1358.0,5060.0,3781.0,12820.0
-73.90507833,40.84364333,2.2850266511242612e-11,1.9565451402484016e-05,44.0,169.0,3.1036583737352417,3.1235852907123434,1.556298889315495,1.697192143528523,1352.0,5060.0,3781.0,12917.0
-73.90519333,40.84355333,2.2850266511242612e-11,1.9565451402484016e-05,43.0,167.0,3.1758247964921607,3.1312904648676256,1.6398960421540125,1.7047608050000136,1425.0,4979.0,2920.0,12840.0
-73.90524667,40.84356,2.2850266511242612e-11,1.9565451402484016e-05,49.0,167.0,3.151553030865159,3.1443066654507903,1.6289467996766327,1.7189475858740344,1427.0,4992.0,2920.0,12743.0
-73.90529167,40.843565,2.2850266511242612e-11,1.9565451402484016e-05,52.0,166.0,3.150801230878099,3.165477122353834,1.624279706765437,1.7408303866645196,1431.0,5085.0,2920.0,12743.0
-73.90533167,40.84356667,2.2850266511242612e-11,1.9565451402484016e-05,52.0,167.0,3.129944473696237,3.177423872116714,1.627145443641577,1.744199951195437,1435.0,5211.0,2920.0,12831.0
-73.90536333,40.84357167,2.2850266511242612e-11,1.9565451402484016e-05,52.0,167.0,3.139720378486167,3.1787780699909787,1.620575196047866,1.7456215086995623,1452.0,5211.0,2911.0,12831.0
-73.90538833,40.84357333,2.2850266511242612e-11,1.9565451402484016e-05,53.0,167.0,3.1556262238844734,3.1929367790185585,1.6209159170542153,1.7441393097794,1450.0,5208.0,2911.0,12831.0
-73.90542167,40.84356833,2.2850266511242612e-11,1.9565451402484016e-05,53.0,168.0,3.1622298023066704,3.1952758707421243,1.6196538200675263,1.7450475125071077,1445.0,5206.0,2911.0,12831.0
-73.90546667,40.84357167,2.2850266511242612e-11,1.9565451402484016e-05,53.0,165.0,3.1835685111325573,3.203374126452886,1.6202613695676837,1.7463710164904869,1429.0,5203.0,2911.0,13717.0
-73.90552,40.84358167,2.2850266511242612e-11,1.9565451402484016e-05,53.0,164.0,3.1716679733938946,3.200557992335473,1.6096371086345431,1.751829080138666,1434.0,5126.0,2911.0,13717.0
-73.90557833,40.84360667,3.443029772474922e-11,2.488500152947469e-05,53.0,164.0,3.169717200968965,3.2119855041239753,1.6014559642494919,1.7495939436911059,1439.0,5182.0,2911.0,13629.0
-73.905725,40.84361333,3.443029772474922e-11,2.488500152947469e-05,55.0,161.0,3.2154507827944276,3.2680013744128384,1.7569407496522322,1.9460093647773924,1488.0,5604.0,2721.0,13544.0
-73.90578667,40.84361333,3.443029772474922e-11,2.488500152947469e-05,55.0,165.0,3.207501329652267,3.2750312009512594,1.7495555416013158,1.9453949656645808,1495.0,5602.0,2721.0,14538.0
-73.90583833,40.84362667,3.443029772474922e-11,2.488500152947469e-05,56.0,168.0,3.2130568852078234,3.2744855041239753,1.744116249552823,1.9424814165377806,1496.0,5615.0,2721.0,14500.0
-73.90590167,40.84363667,3.347105746767883e-11,3.0185475440074212e-05,59.0,170.0,3.2379226929067877,3.272641412090708,1.7379507629718294,1.9206958092982207,1487.0,5583.0,2721.0,14500.0
-73.905975,40.84364833,3.347105746767883e-11,3.0185475440074212e-05,60.0,170.0,3.2575013296522677,3.282165767559568,1.725277759977081,1.9146330878087077,1494.0,5685.0,2831.0,14466.0
-73.90605333,40.84365667,3.347105746767883e-11,3.0185475440074212e-05,60.0,172.0,3.2561811198730792,3.299597410125706,1.7336326586135138,1.9136895150677051,1481.0,5694.0,2831.0,15360.0
-73.90613333,40.84366167,3.347105746767883e-11,3.0185475440074212e-05,61.0,171.0,3.2504458405793253,3.3251348954383646,1.7218174784142908,1.9140678770874946,1485.0,5683.0,3526.0,14719.0
-73.90620333,40.84366333,3.347105746767883e-11,3.0185475440074212e-05,63.0,173.0,3.249144224785189,3.3255479879460603,1.7034335129157605,1.910231353205558,1404.0,5762.0,3526.0,14719.0
-73.90634,40.84367,1.759988066332715e-11,1.7697823803218913e-05,64.0,175.0,3.2897122969395247,3.365570492096775,1.7133729661273807,1.9623800944902043,1439.0,6023.0,2850.0,14996.0
-73.90637833,40.84368833,1.759988066332715e-11,1.7697823803218913e-05,64.0,177.0,3.293794410175505,3.3628411159122575,1.7092858737533128,1.961333342628623,1450.0,6028.0,3289.0,15797.0
-73.906415,40.84369333,1.759988066332715e-11,1.7697823803218913e-05,65.0,178.0,3.303024577735685,3.3519851622363217,1.7161911140102244,1.9576427032987933,1443.0,5988.0,3243.0,15888.0
-73.90647667,40.84370167,1.759988066332715e-11,1.7697823803218913e-05,63.0,180.0,3.3047966512896947,3.346302175090941,1.721044991902936,1.9480751947019996,1440.0,5865.0,3243.0,15888.0
-73.90649833,40.84371,1.759988066332715e-11,1.7697823803218913e-05,63.0,182.0,3.377177808061987,3.3664255962520055,1.8088062958844466,1.9851362739020817,1525.0,6083.0,3243.0,15888.0
-73.90669,40.84371333,1.759988066332715e-11,1.7697823803218913e-05,66.0,186.0,3.404328745050686,3.3702824461403056,1.84075308682171,2.0101854041061324,1609.0,6149.0,3445.0,15900.0
-73.90674833,40.84371,1.759988066332715e-11,1.7697823803218913e-05,67.0,188.0,3.3854450615601617,3.380322606782876,1.843361673210943,2.010808127150234,1622.0,6166.0,3445.0,16989.0
-73.9068,40.84370333,1.759988066332715e-11,1.7697823803218913e-05,67.0,188.0,3.366109074273457,3.381564445246237,1.832806473903102,2.0069873902820023,1594.0,6170.0,4053.0,16989.0
-73.906855,40.843705,2.2806096985388535e-11,2.8124682382435924e-05,67.0,186.0,3.345270679262257,3.3830999158508495,1.8331416879310762,2.002854521968839,1574.0,6114.0,4558.0,15474.0
-73.90697,40.84371333,2.2806096985388535e-11,2.8124682382435924e-05,69.0,187.0,3.3069423027642735,3.4128757535976946,1.8579082050792053,2.0179356495821383,1598.0,6229.0,4279.0,16280.0
-73.90702667,40.843715,2.2806096985388535e-11,2.8124682382435924e-05,73.0,189.0,3.330405800212698,3.4535496416880265,1.8669014322233595,2.07460613401994,1718.0,6574.0,4279.0,17418.0
-73.90708167,40.843715,2.2806096985388535e-11,2.8124682382435924e-05,72.0,188.0,3.3323267641674232,3.4665194782940505,1.8721501178704203,2.078505177381765,1715.0,6618.0,4279.0,17418.0
-73.90714,40.84371,2.2806096985388535e-11,2.8124682382435924e-05,71.0,188.0,3.3362364908046875,3.47286423376358,1.8827814877601499,2.0880473848123406,1709.0,6600.0,4279.0,17371.0
-73.907235,40.84371167,2.2806096985388535e-11,2.8124682382435924e-05,71.0,189.0,3.3027230972591535,3.5129557569765497,1.8045950769192638,2.1529624332194577,1638.0,6755.0,4279.0,17649.0
-73.907275,40.84371333,2.2806096985388535e-11,2.8124682382435924e-05,71.0,185.0,3.3263917363124085,3.525189486212928,1.8004646899404584,2.1582936912268473,1671.0,6725.0,4279.0,17667.0
-73.90730833,40.84371,2.2806096985388535e-11,2.8124682382435924e-05,71.0,186.0,3.3332946313580645,3.5358835094034426,1.8098951923908253,2.1645755531993056,1666.0,6779.0,4279.0,17402.0
-73.90733333,40.843705,2.2806096985388535e-11,2.8124682382435924e-05,70.0,187.0,3.3404860089086457,3.567580081071933,1.8194198737430582,2.2108095894837585,1663.0,6915.0,4279.0,17402.0
-73.907415,40.84372333,3.2734187930942727e-12,8.415204099157136e-06,67.0,185.0,3.330380882930734,3.568154009573606,1.8298852975147937,2.2235131824871175,1633.0,6988.0,4279.0,17928.0
-73.90746,40.84372667,3.2734187930942727e-12,8.415204099157136e-06,67.0,185.0,3.3519492175523125,3.5748412334950284,1.8467769441663437,2.2258847137128805,1626.0,6979.0,4279.0,17928.0
-73.90751667,40.84373167,3.2734187930942727e-12,8.415204099157136e-06,66.0,183.0,3.369033416148749,3.581585735565671,1.8529784840639945,2.2282536737687337,1675.0,6975.0,4279.0,17928.0
-73.90758,40.84373667,3.2734187930942727e-12,8.415204099157136e-06,67.0,184.0,3.41039077599387,3.57581109829194,1.9194307912506328,2.2356602761974895,1687.0,6861.0,3998.0,17928.0
-73.90764667,40.84374167,3.2734187930942727e-12,8.415204099157136e-06,68.0,186.0,3.445527418001222,3.599397686513573,1.9277479265347375,2.2388094570460617,1761.0,7090.0,2707.0,17829.0
-73.90778333,40.84374667,3.0796059595569976e-11,2.6180246628164018e-05,64.0,188.0,3.4980011966870403,3.6196140355748345,1.973828221824878,2.2460831044954648,1655.0,7327.0,3593.0,20234.0
-73.90785667,40.84375167,3.0796059595569976e-11,2.6180246628164018e-05,62.0,187.0,3.5128370711655643,3.622511988115083,2.018419243159735,2.2445859137326054,1632.0,7243.0,4433.0,20234.0
-73.907935,40.84374833,3.0796059595569976e-11,2.6180246628164018e-05,63.0,189.0,3.6607420703930074,3.63084352154652,2.451745413093976,2.2517958777139984,1845.0,7464.0,4433.0,20225.0
-73.90801167,40.84374667,3.0796059595569976e-11,2.6180246628164018e-05,65.0,188.0,3.6583954708252273,3.632673625954545,2.4495544413361383,2.24687531573452,1879.0,7559.0,3681.0,20232.0
-73.908075,40.84374167,3.0796059595569976e-11,2.6180246628164018e-05,65.0,186.0,3.6558836728165893,3.6363960567444398,2.4613570383778347,2.247783000529874,1874.0,7628.0,3681.0,20067.0
-73.90813667,40.843735,3.0796059595569976e-11,2.6180246628164018e-05,66.0,188.0,3.6485307316401183,3.6405195733108187,2.4647966840967404,2.2506324381855127,1874.0,7590.0,3681.0,19666.0
-73.90819167,40.843735,3.0796059595569976e-11,2.6180246628164018e-05,66.0,189.0,3.623705033355971,3.630757180150712,2.46893999980114,2.2506403760732683,1837.0,7546.0,3681.0,19666.0
-73.90823667,40.843735,1.6462134599772188e-11,1.7310737983274993e-05,63.0,188.0,3.619853270147604,3.63683883420893,2.470315260349122,2.2953291436072467,1834.0,7657.0,3681.0,19666.0
-73.90836333,40.84376167,1.6462134599772188e-11,1.7310737983274993e-05,64.0,199.0,3.5728586624597343,3.6232579841540287,2.3939443326264773,2.2842319650596266,1767.0,7908.0,4165.0,19666.0
-73.90840667,40.84376167,1.6462134599772188e-11,1.7310737983274993e-05,66.0,198.0,3.54984025378973,3.6208835596844113,2.4129405616322694,2.2912224356170126,1708.0,7875.0,4165.0,20157.0
-73.90847833,40.84376833,1.6462134599772188e-11,1.7310737983274993e-05,65.0,200.0,3.571720245858801,3.6364372127380267,2.53354464482075,2.2928212040273537,1917.0,8043.0,4248.0,20157.0
-73.90856333,40.84377333,1.6462134599772188e-11,1.7310737983274993e-05,62.0,201.0,3.575907207902892,3.662633839722226,2.5423499556903244,2.308359249356019,1970.0,8033.0,3786.0,20799.0
-73.90865167,40.84377333,3.0645121664677013e-11,2.3668973035968268e-05,62.0,198.0,3.695821437734978,3.6850011706721055,2.7200094085103554,2.319903578486717,2113.0,7959.0,4587.0,21274.0
-73.90873833,40.84377,3.0645121664677013e-11,2.3668973035968268e-05,62.0,197.0,3.72212601183547,3.703276284954516,2.8127114995314773,2.3251129332821687,2036.0,8377.0,4587.0,21806.0
-73.90891333,40.84376333,2.194753278610965e-11,2.5283729383832698e-05,62.0,197.0,3.7791325159774622,3.6745545240572937,2.8848891037157016,2.3255782074296922,2129.0,8302.0,4599.0,21806.0
-73.90906167,40.843775,7.152417016347528e-12,1.183470103984604e-05,62.0,196.0,3.712544502578631,3.685312254612061,2.8615913816667393,2.347620717995635,2088.0,8390.0,4599.0,22286.0
-73.90912,40.84377667,7.152417016347528e-12,1.183470103984604e-05,63.0,196.0,3.7356542551078964,3.702714131409321,2.882739073445147,2.3536446254310768,2043.0,8390.0,4599.0,22286.0
-73.90917667,40.84378167,7.152417016347528e-12,1.183470103984604e-05,62.0,196.0,3.6400020811948535,3.6915033690774823,2.7533433348339615,2.354583296790666,1999.0,8385.0,4599.0,22327.0
-73.90922667,40.84378167,7.152417016347528e-12,1.183470103984604e-05,62.0,198.0,3.6690286667027268,3.6842455613523493,2.768867734092679,2.3786001404137966,1987.0,8469.0,4599.0,21466.0
-73.90926333,40.84379,7.152417016347528e-12,1.183470103984604e-05,60.0,199.0,3.6192747942776156,3.6834303155056576,2.764140872193429,2.379182379373076,1907.0,8506.0,4599.0,21466.0
-73.90937167,40.84380167,7.152417016347528e-12,1.183470103984604e-05,61.0,200.0,3.627291844584465,3.682473515692179,2.8044247286902575,2.3830770276197235,1893.0,8581.0,5523.0,21466.0
-73.90940167,40.84378167,7.152417016347528e-12,1.183470103984604e-05,61.0,201.0,3.604907805382431,3.688408191611852,2.8080923114127407,2.390708802951915,1855.0,8599.0,4807.0,21466.0
-73.909445,40.84367333,1.964508201892487e-11,2.0291312846353084e-05,63.0,199.0,3.677335498767026,3.694100204147943,2.8072442153062873,2.3989382731627944,1918.0,8519.0,4470.0,22636.0
-73.90945667,40.84363667,1.964508201892487e-11,2.0291312846353084e-05,62.0,201.0,3.6692330705520013,3.688424555424678,2.8153578970618254,2.3978838651605194,1891.0,8473.0,4470.0,22636.0
-73.90947,40.84360333,1.964508201892487e-11,2.0291312846353084e-05,63.0,201.0,3.6854392168680397,3.6899785611931315,2.824159946118578,2.400365417765162,1889.0,8470.0,4470.0,22636.0
-73.909525,40.843445,1.964508201892487e-11,2.0291312846353084e-05,60.0,201.0,3.6095075571400885,3.703742417339367,2.798385461877278,2.4070961282931953,1792.0,8337.0,4470.0,22892.0
-73.90954167,40.84337667,6.928751676019493e-11,4.373220459723187e-05,59.0,200.0,3.5614166798411975,3.721268645009871,2.672766618867995,2.4656737388812306,1676.0,8254.0,4470.0,21852.0
-73.90955333,40.84334333,6.928751676019493e-11,4.373220459723187e-05,58.0,200.0,3.557734426158847,3.7322100778484675,2.6939875499104895,2.4768730462456294,1638.0,8256.0,4470.0,21852.0
-73.90956667,40.84331833,6.928751676019493e-11,4.373220459723187e-05,59.0,197.0,3.58265550344294,3.733924475615633,2.691422471926115,2.4810672022530893,1724.0,8238.0,4470.0,21852.0
-73.90961833,40.843215,6.928751676019493e-11,4.373220459723187e-05,59.0,193.0,3.5969721145192737,3.757875465638176,2.6928197759821066,2.490543951340724,1827.0,8310.0,5061.0,20704.0
-73.90962167,40.84312167,6.928751676019493e-11,4.373220459723187e-05,60.0,192.0,3.603471585751707,3.7278529155736657,2.706619882412671,2.456876043114607,1830.0,8074.0,5061.0,20704.0
-73.90963333,40.84307167,6.928751676019493e-11,4.373220459723187e-05,60.0,191.0,3.6096929423058484,3.6885085343466035,2.7198385413811743,2.4078376703595197,1827.0,7929.0,5061.0,19897.0
-73.90964333,40.843015,6.928751676019493e-11,4.373220459723187e-05,61.0,191.0,3.638528457229441,3.697940780922951,2.7407515725136875,2.4218227183886465,1825.0,7902.0,5061.0,19897.0
-73.90965333,40.842955,6.928751676019493e-11,4.373220459723187e-05,61.0,189.0,3.6559596110297545,3.706820434624261,2.7500483271686855,2.433801969825429,1824.0,7878.0,5061.0,19897.0
-73.90966833,40.84289333,2.2621803445416512e-11,2.1112185376717693e-05,64.0,187.0,3.7597914891571214,3.715928945379728,2.7572570384140946,2.4449416017157284,1996.0,7812.0,5061.0,20182.0
-73.90968,40.84282,2.2621803445416512e-11,2.1112185376717693e-05,64.0,185.0,3.7414603278117347,3.7344946254735962,2.748671862563381,2.450302523251052,2000.0,8182.0,5061.0,21893.0
-73.90969333,40.84266167,2.2621803445416512e-11,2.1112185376717693e-05,66.0,186.0,3.677321438175836,3.6971478772838706,2.7532654899669184,2.419097188597529,2005.0,7905.0,6842.0,21893.0
-73.90971,40.84257833,2.2621803445416512e-11,2.1112185376717693e-05,68.0,187.0,3.6535371666975367,3.7039237758939056,2.7312664789447543,2.4356037936072115,2017.0,7993.0,6842.0,21589.0
-73.909745,40.84241167,2.2621803445416512e-11,2.1112185376717693e-05,68.0,182.0,3.526472348069177,3.719593022955084,2.5848998799670215,2.4097154751096586,2100.0,7693.0,6842.0,20859.0
-73.90975667,40.84233,2.2621803445416512e-11,2.1112185376717693e-05,66.0,183.0,3.462378014881743,3.721362150513591,2.5779197174391677,2.4254782751774306,1987.0,7694.0,6041.0,20781.0
-73.90976333,40.842245,1.0222960607210929e-11,1.4145157171121227e-05,65.0,180.0,3.4070017950305607,3.7167868896033434,2.5772868819810495,2.416871841708443,1817.0,7713.0,6041.0,21004.0
-73.90977333,40.84216,1.0222960607210929e-11,1.4145157171121227e-05,63.0,178.0,3.4345850785019345,3.7269102150696445,2.6183536165414467,2.434839004159102,1794.0,7657.0,5433.0,21004.0
-73.90975833,40.84208333,1.0222960607210929e-11,1.4145157171121227e-05,61.0,175.0,3.4486039520019967,3.719147472478606,2.6469085106511647,2.441463626397984,1729.0,7611.0,4727.0,21004.0
-73.90973833,40.84200167,1.0222960607210929e-11,1.4145157171121227e-05,59.0,170.0,3.513709747597592,3.6893838979625095,2.6874626311261163,2.375963969611916,1721.0,7502.0,4727.0,19693.0
-73.90972167,40.841925,4.552202721211361e-12,1.031034021142589e-05,58.0,169.0,3.532237124344885,3.700189288212705,2.724478466885956,2.3811122333305708,1695.0,7411.0,4727.0,19693.0
-73.90970667,40.84185333,4.552202721211361e-12,1.031034021142589e-05,56.0,168.0,3.569158500835124,3.714748047278016,2.746581450402568,2.3908740881374846,1691.0,7398.0,4727.0,18047.0
-73.90969333,40.84179167,4.425024948733261e-12,1.0329335438290924e-05,55.0,167.0,3.560001969231838,3.7078858427559394,2.786133076260144,2.3968685924518094,1635.0,7330.0,4727.0,18047.0
-73.90968,40.84173833,4.425024948733261e-12,1.0329335438290924e-05,53.0,163.0,3.528719943196349,3.729186915113528,2.7901165895586186,2.4028629366167396,1586.0,7297.0,4727.0,18047.0
-73.90966833,40.84168333,4.376895396247251e-12,1.04028250078681e-05,50.0,162.0,3.523202074257537,3.7221939234982817,2.6894472974243104,2.35934293966287,1615.0,7006.0,5128.0,18047.0
-73.909655,40.841625,4.376895396247251e-12,1.04028250078681e-05,51.0,160.0,3.529475731175201,3.7126858086341703,2.672247359968135,2.3574432585623453,1830.0,7017.0,5098.0,18047.0
-73.90964,40.841565,4.641912551292267e-12,1.0433939544292593e-05,52.0,157.0,3.5843264266123684,3.7301696395281247,2.685669357956684,2.3559027765634917,1827.0,7030.0,5098.0,18135.0
-73.90962333,40.84150833,4.636277128752031e-12,1.0665190705743017e-05,50.0,155.0,3.5778397784114175,3.725879672094098,2.6889064861447047,2.358720605907414,1831.0,7003.0,5098.0,17651.0
-73.9096,40.84145167,4.636277128752031e-12,1.0665190705743017e-05,50.0,154.0,3.523785724357363,3.712110146053922,2.6798614344023357,2.359983676925226,1716.0,6874.0,5098.0,17130.0
-73.90958667,40.84139833,4.612516970184092e-12,1.0506746499485769e-05,48.0,155.0,3.489864980855409,3.7032889826707294,2.682329310260883,2.3612886159692135,1673.0,6823.0,5098.0,17130.0
-73.90957167,40.841345,4.691108265000114e-12,1.0621972883540817e-05,48.0,153.0,3.463245022102358,3.7053074249654863,2.672669893882774,2.3591438721659457,1679.0,6874.0,5098.0,17130.0
-73.90955667,40.84129333,4.691108265000114e-12,1.0621972883540817e-05,49.0,153.0,3.341623400480736,3.69196007883111,2.6325354610343124,2.357407026291886,1597.0,6821.0,5098.0,16852.0
